stop_name,hour,day_of_week,is_weekend,is_peak_hour,delay_minutes
Moosapet,16,6,1,0,0.67
Bharat Nagar,16,6,1,0,0.55
Erragadda,16,1,0,0,0.25
ESI Hospital,16,5,1,0,2.55
S. R. Nagar,16,3,0,0,0.0
Ameerpet,16,1,0,0,2.13
Panjagutta,16,3,0,0,0.57
Erra Manzil,16,6,1,0,0.0
Khairatabad,16,4,0,0,5.38
Lakdi-ka-pul,16,3,0,0,0.43
Assembly,16,4,0,0,0.17
Nampally,16,6,1,0,0.37
Gandhi Bhavan,16,4,0,0,0.38
Osmania Medical College,17,6,1,1,4.02
Mahatma Gandhi Bus Station,17,4,0,1,5.27
Malakpet,17,0,0,1,4.42
New Market,17,5,1,1,5.27
Musarambagh,17,6,1,1,6.75
Dilsukh Nagar,17,2,0,1,5.52
Chaitanyapuri,17,5,1,1,4.0
Victoria Memorial,17,3,0,1,0.0
L. B. Nagar,17,5,1,1,3.02
L. B. Nagar,17,6,1,1,3.98
Victoria Memorial,17,6,1,1,4.07
Chaitanyapuri,17,1,0,1,0.0
Dilsukh Nagar,17,2,0,1,5.5
Musarambagh,17,5,1,1,3.87
New Market,17,2,0,1,3.78
Malakpet,17,5,1,1,2.67
Mahatma Gandhi Bus Station,17,6,1,1,4.35
Osmania Medical College,17,6,1,1,4.28
Gandhi Bhavan,17,0,0,1,3.92
Nampally,17,3,0,1,3.22
Assembly,17,6,1,1,3.3
Lakdi-ka-pul,17,3,0,1,0.0
Khairatabad,17,1,0,1,2.95
Erra Manzil,17,0,0,1,4.42
Panjagutta,17,5,1,1,3.07
Ameerpet,17,5,1,1,0.0
S. R. Nagar,17,5,1,1,0.0
ESI Hospital,17,5,1,1,3.38
Erragadda,17,2,0,1,2.7
Bharat Nagar,17,5,1,1,0.0
Moosapet,17,3,0,1,5.42
Balanagar,17,0,0,1,4.45
Kukatpally,18,4,0,1,1.52
KPHB Colony,18,3,0,1,1.48
JNTU College,18,5,1,1,3.42
Miyapur,18,2,0,1,0.0
Miyapur,16,4,0,0,1.92
JNTU College,16,6,1,0,3.55
KPHB Colony,16,4,0,0,0.03
Kukatpally,16,5,1,0,1.9
Balanagar,16,4,0,0,1.62
Moosapet,16,5,1,0,2.32
Bharat Nagar,16,2,0,0,0.75
Erragadda,16,0,0,0,1.55
ESI Hospital,16,3,0,0,0.0
S. R. Nagar,16,0,0,0,0.07
Ameerpet,16,5,1,0,0.0
Panjagutta,16,2,0,0,0.05
Erra Manzil,16,1,0,0,0.1
Khairatabad,16,5,1,0,2.65
Lakdi-ka-pul,16,3,0,0,0.1
Assembly,17,3,0,1,6.18
Nampally,17,6,1,1,1.12
Gandhi Bhavan,17,5,1,1,5.75
Osmania Medical College,17,1,0,1,4.35
Mahatma Gandhi Bus Station,17,6,1,1,3.03
Malakpet,17,4,0,1,0.0
New Market,17,3,0,1,4.13
Musarambagh,17,6,1,1,1.92
Dilsukh Nagar,17,3,0,1,4.9
Chaitanyapuri,17,6,1,1,4.35
Victoria Memorial,17,6,1,1,4.28
L. B. Nagar,17,5,1,1,0.0
L. B. Nagar,17,3,0,1,0.0
Victoria Memorial,17,2,0,1,2.43
Chaitanyapuri,17,1,0,1,0.0
Dilsukh Nagar,17,6,1,1,3.17
Musarambagh,17,3,0,1,2.43
New Market,17,6,1,1,0.0
Malakpet,17,5,1,1,2.83
Mahatma Gandhi Bus Station,17,1,0,1,2.52
Osmania Medical College,17,4,0,1,3.23
Gandhi Bhavan,17,3,0,1,3.92
Nampally,17,0,0,1,5.13
Assembly,17,5,1,1,2.32
Lakdi-ka-pul,17,0,0,1,4.85
Khairatabad,17,5,1,1,0.0
Erra Manzil,17,0,0,1,5.68
Panjagutta,17,0,0,1,0.0
Ameerpet,17,5,1,1,4.85
S. R. Nagar,17,2,0,1,4.62
ESI Hospital,17,5,1,1,4.85
Erragadda,17,4,0,1,3.42
Bharat Nagar,18,3,0,1,3.2
Moosapet,18,4,0,1,0.0
Balanagar,18,5,1,1,4.9
Kukatpally,18,0,0,1,3.22
KPHB Colony,18,5,1,1,5.82
JNTU College,18,4,0,1,4.87
Miyapur,18,4,0,1,5.3
Miyapur,16,2,0,0,0.63
JNTU College,16,5,1,0,0.0
KPHB Colony,16,6,1,0,0.33
Kukatpally,16,6,1,0,0.48
Balanagar,16,0,0,0,0.83
Moosapet,16,1,0,0,2.93
Bharat Nagar,16,4,0,0,0.9
Erragadda,16,5,1,0,0.15
ESI Hospital,16,6,1,0,0.0
S. R. Nagar,16,4,0,0,1.9
Ameerpet,16,0,0,0,2.07
Panjagutta,16,6,1,0,0.0
Erra Manzil,16,2,0,0,2.9
Khairatabad,17,5,1,1,3.07
Lakdi-ka-pul,17,3,0,1,0.0
Assembly,17,0,0,1,7.37
Nampally,17,6,1,1,5.0
Gandhi Bhavan,17,5,1,1,2.18
Osmania Medical College,17,3,0,1,5.35
Mahatma Gandhi Bus Station,17,1,0,1,2.23
Malakpet,17,6,1,1,4.88
New Market,17,3,0,1,4.17
Musarambagh,17,4,0,1,4.25
Dilsukh Nagar,17,2,0,1,4.73
Chaitanyapuri,17,6,1,1,6.47
Victoria Memorial,17,5,1,1,0.0
L. B. Nagar,17,5,1,1,1.67
L. B. Nagar,17,1,0,1,4.03
Victoria Memorial,17,2,0,1,2.55
Chaitanyapuri,17,5,1,1,4.55
Dilsukh Nagar,17,6,1,1,5.48
Musarambagh,17,2,0,1,3.7
New Market,17,5,1,1,2.43
Malakpet,17,3,0,1,2.88
Mahatma Gandhi Bus Station,17,6,1,1,5.67
Osmania Medical College,17,5,1,1,5.23
Gandhi Bhavan,17,2,0,1,4.92
Nampally,17,6,1,1,7.65
Assembly,17,1,0,1,3.45
Lakdi-ka-pul,17,6,1,1,3.2
Khairatabad,17,2,0,1,7.03
Erra Manzil,17,1,0,1,3.17
Panjagutta,17,4,0,1,5.08
Ameerpet,17,5,1,1,0.0
S. R. Nagar,17,4,0,1,4.1
ESI Hospital,18,6,1,1,4.35
Erragadda,18,3,0,1,6.43
Bharat Nagar,18,0,0,1,5.88
Moosapet,18,5,1,1,3.82
Balanagar,18,6,1,1,3.93
Kukatpally,18,4,0,1,0.0
KPHB Colony,18,5,1,1,3.48
JNTU College,18,0,0,1,0.0
Miyapur,18,1,0,1,6.72
Miyapur,16,6,1,0,0.77
JNTU College,16,5,1,0,0.12
KPHB Colony,16,0,0,0,1.1
Kukatpally,16,2,0,0,0.0
Balanagar,16,6,1,0,0.0
Moosapet,16,1,0,0,0.08
Bharat Nagar,16,2,0,0,0.88
Erragadda,16,0,0,0,0.37
ESI Hospital,16,2,0,0,1.77
S. R. Nagar,16,1,0,0,0.0
Ameerpet,16,5,1,0,8.0
Panjagutta,17,2,0,1,2.83
Erra Manzil,17,0,0,1,1.8
Khairatabad,17,2,0,1,0.0
Lakdi-ka-pul,17,2,0,1,2.8
Assembly,17,3,0,1,0.0
Nampally,17,1,0,1,3.7
Gandhi Bhavan,17,3,0,1,1.92
Osmania Medical College,17,6,1,1,4.63
Mahatma Gandhi Bus Station,17,0,0,1,4.2
Malakpet,17,4,0,1,4.1
New Market,17,0,0,1,7.0
Musarambagh,17,0,0,1,4.45
Dilsukh Nagar,17,0,0,1,3.0
Chaitanyapuri,17,6,1,1,5.92
Victoria Memorial,17,0,0,1,4.17
L. B. Nagar,17,3,0,1,2.73
L. B. Nagar,17,0,0,1,5.25
Victoria Memorial,17,2,0,1,3.1
Chaitanyapuri,17,6,1,1,4.67
Dilsukh Nagar,17,0,0,1,0.0
Musarambagh,17,4,0,1,6.2
New Market,17,1,0,1,5.45
Malakpet,17,3,0,1,3.42
Mahatma Gandhi Bus Station,17,3,0,1,2.02
Osmania Medical College,17,3,0,1,4.35
Gandhi Bhavan,17,3,0,1,2.42
Nampally,17,0,0,1,1.52
Assembly,17,4,0,1,4.68
Lakdi-ka-pul,17,5,1,1,1.47
Khairatabad,17,6,1,1,4.63
Erra Manzil,17,6,1,1,3.17
Panjagutta,18,6,1,1,4.53
Ameerpet,18,0,0,1,3.72
S. R. Nagar,18,1,0,1,3.37
ESI Hospital,18,1,0,1,0.0
Erragadda,18,0,0,1,4.22
Bharat Nagar,18,0,0,1,3.95
Moosapet,18,0,0,1,5.37
Balanagar,18,4,0,1,0.0
Kukatpally,18,3,0,1,4.78
KPHB Colony,18,6,1,1,3.25
JNTU College,18,1,0,1,0.0
Miyapur,18,1,0,1,4.32
Miyapur,16,3,0,0,0.02
JNTU College,16,5,1,0,0.52
KPHB Colony,16,6,1,0,1.77
Kukatpally,16,6,1,0,0.0
Balanagar,16,3,0,0,0.05
Moosapet,16,1,0,0,0.68
Bharat Nagar,16,6,1,0,3.75
Erragadda,16,6,1,0,0.0
ESI Hospital,17,1,0,1,3.45
S. R. Nagar,17,4,0,1,2.92
Ameerpet,17,1,0,1,0.0
Panjagutta,17,0,0,1,5.32
Erra Manzil,17,6,1,1,6.55
Khairatabad,17,0,0,1,4.85
Lakdi-ka-pul,17,3,0,1,2.28
Assembly,17,3,0,1,6.07
Nampally,17,0,0,1,4.35
Gandhi Bhavan,17,3,0,1,0.0
Osmania Medical College,17,0,0,1,2.18
Mahatma Gandhi Bus Station,17,4,0,1,7.35
Malakpet,17,3,0,1,4.7
New Market,17,2,0,1,4.2
Musarambagh,17,5,1,1,3.47
Dilsukh Nagar,17,1,0,1,0.0
Chaitanyapuri,17,0,0,1,2.3
Victoria Memorial,17,5,1,1,8.6
L. B. Nagar,17,1,0,1,3.68
L. B. Nagar,17,1,0,1,3.33
Victoria Memorial,17,3,0,1,1.67
Chaitanyapuri,17,1,0,1,2.05
Dilsukh Nagar,17,2,0,1,5.38
Musarambagh,17,3,0,1,4.02
New Market,17,5,1,1,0.0
Malakpet,17,0,0,1,4.55
Mahatma Gandhi Bus Station,17,1,0,1,3.48
Osmania Medical College,17,6,1,1,2.35
Gandhi Bhavan,17,1,0,1,3.83
Nampally,17,4,0,1,4.62
Assembly,17,6,1,1,1.28
Lakdi-ka-pul,17,5,1,1,2.6
Khairatabad,18,0,0,1,2.5
Erra Manzil,18,4,0,1,4.87
Panjagutta,18,0,0,1,3.58
Ameerpet,18,1,0,1,5.27
S. R. Nagar,18,6,1,1,0.0
ESI Hospital,18,1,0,1,3.73
Erragadda,18,2,0,1,4.68
Bharat Nagar,18,3,0,1,0.0
Moosapet,18,2,0,1,3.7
Balanagar,18,0,0,1,4.47
Kukatpally,18,0,0,1,0.0
KPHB Colony,18,0,0,1,4.07
JNTU College,18,5,1,1,1.75
Miyapur,18,6,1,1,1.37
Miyapur,16,0,0,0,0.6
JNTU College,16,3,0,0,0.38
KPHB Colony,16,1,0,0,4.37
Kukatpally,16,2,0,0,2.02
Balanagar,16,6,1,0,1.73
Moosapet,17,1,0,1,4.92
Bharat Nagar,17,6,1,1,0.0
Erragadda,17,5,1,1,2.18
ESI Hospital,17,4,0,1,0.0
S. R. Nagar,17,2,0,1,3.97
Ameerpet,17,5,1,1,0.0
Panjagutta,17,0,0,1,3.48
Erra Manzil,17,0,0,1,7.08
Khairatabad,17,4,0,1,1.22
Lakdi-ka-pul,17,2,0,1,8.57
Assembly,17,3,0,1,0.0
Nampally,17,3,0,1,0.0
Gandhi Bhavan,17,0,0,1,6.93
Osmania Medical College,17,0,0,1,3.18
Mahatma Gandhi Bus Station,17,0,0,1,3.35
Malakpet,17,5,1,1,3.07
New Market,17,6,1,1,4.72
Musarambagh,17,4,0,1,0.0
Dilsukh Nagar,17,6,1,1,0.0
Chaitanyapuri,17,4,0,1,0.0
Victoria Memorial,17,1,0,1,5.38
L. B. Nagar,17,4,0,1,2.88
L. B. Nagar,17,2,0,1,2.67
Victoria Memorial,17,4,0,1,0.0
Chaitanyapuri,17,2,0,1,5.1
Dilsukh Nagar,17,3,0,1,3.77
Musarambagh,17,6,1,1,2.63
New Market,17,1,0,1,2.88
Malakpet,17,4,0,1,4.08
Mahatma Gandhi Bus Station,17,3,0,1,4.38
Osmania Medical College,17,2,0,1,0.0
Gandhi Bhavan,17,1,0,1,2.65
Nampally,17,3,0,1,8.03
Assembly,18,2,0,1,4.3
Lakdi-ka-pul,18,1,0,1,4.3
Khairatabad,18,0,0,1,5.75
Erra Manzil,18,4,0,1,2.75
Panjagutta,18,0,0,1,4.33
Ameerpet,18,0,0,1,6.1
S. R. Nagar,18,0,0,1,1.7
ESI Hospital,18,3,0,1,0.0
Erragadda,18,0,0,1,4.28
Bharat Nagar,18,6,1,1,6.13
Moosapet,18,6,1,1,3.65
Balanagar,18,5,1,1,5.13
Kukatpally,18,0,0,1,3.6
KPHB Colony,18,3,0,1,0.0
JNTU College,18,4,0,1,2.82
Miyapur,18,6,1,1,7.4
Miyapur,16,5,1,0,0.28
JNTU College,16,1,0,0,0.43
KPHB Colony,16,1,0,0,0.88
Kukatpally,17,4,0,1,6.57
Balanagar,17,3,0,1,6.27
Moosapet,17,0,0,1,4.47
Bharat Nagar,17,1,0,1,3.15
Erragadda,17,4,0,1,4.08
ESI Hospital,17,4,0,1,3.97
S. R. Nagar,17,0,0,1,2.72
Ameerpet,17,4,0,1,6.85
Panjagutta,17,3,0,1,7.97
Erra Manzil,17,3,0,1,2.63
Khairatabad,17,5,1,1,5.02
Lakdi-ka-pul,17,1,0,1,2.53
Assembly,17,2,0,1,0.0
Nampally,17,4,0,1,6.32
Gandhi Bhavan,17,3,0,1,0.0
Osmania Medical College,17,0,0,1,5.08
Mahatma Gandhi Bus Station,17,0,0,1,4.35
Malakpet,17,2,0,1,3.35
New Market,17,2,0,1,5.68
Musarambagh,17,2,0,1,2.4
Dilsukh Nagar,17,6,1,1,2.58
Chaitanyapuri,17,0,0,1,2.02
Victoria Memorial,17,4,0,1,5.47
L. B. Nagar,17,3,0,1,2.58
L. B. Nagar,17,0,0,1,2.62
Victoria Memorial,17,3,0,1,0.0
Chaitanyapuri,17,2,0,1,1.93
Dilsukh Nagar,17,5,1,1,4.45
Musarambagh,17,1,0,1,3.32
New Market,17,4,0,1,1.38
Malakpet,17,5,1,1,2.85
Mahatma Gandhi Bus Station,17,2,0,1,3.37
Osmania Medical College,18,2,0,1,2.75
Gandhi Bhavan,18,3,0,1,2.62
Nampally,18,0,0,1,4.85
Assembly,18,1,0,1,4.02
Lakdi-ka-pul,18,4,0,1,5.28
Khairatabad,18,6,1,1,4.98
Erra Manzil,18,1,0,1,3.07
Panjagutta,18,2,0,1,6.18
Ameerpet,18,1,0,1,0.0
S. R. Nagar,18,4,0,1,4.8
ESI Hospital,18,2,0,1,0.0
Erragadda,18,4,0,1,2.25
Bharat Nagar,18,6,1,1,2.18
Moosapet,18,1,0,1,5.0
Balanagar,18,5,1,1,2.73
Kukatpally,18,6,1,1,3.53
KPHB Colony,18,2,0,1,5.47
JNTU College,18,2,0,1,5.73
Miyapur,18,5,1,1,4.12
Miyapur,16,4,0,0,0.2
JNTU College,17,0,0,1,3.67
KPHB Colony,17,2,0,1,2.37
Kukatpally,17,4,0,1,1.75
Balanagar,17,4,0,1,3.67
Moosapet,17,4,0,1,7.13
Bharat Nagar,17,0,0,1,1.85
Erragadda,17,5,1,1,1.67
ESI Hospital,17,5,1,1,6.3
S. R. Nagar,17,3,0,1,5.67
Ameerpet,17,5,1,1,7.17
Panjagutta,17,6,1,1,5.05
Erra Manzil,17,2,0,1,2.78
Khairatabad,17,1,0,1,0.0
Lakdi-ka-pul,17,4,0,1,4.67
Assembly,17,1,0,1,3.53
Nampally,17,4,0,1,4.23
Gandhi Bhavan,17,4,0,1,5.05
Osmania Medical College,17,5,1,1,5.2
Mahatma Gandhi Bus Station,17,2,0,1,1.32
Malakpet,17,0,0,1,1.62
New Market,17,0,0,1,4.07
Musarambagh,17,1,0,1,3.15
Dilsukh Nagar,17,3,0,1,5.0
Chaitanyapuri,17,0,0,1,7.42
Victoria Memorial,17,0,0,1,5.45
L. B. Nagar,17,5,1,1,6.3
L. B. Nagar,17,3,0,1,4.17
Victoria Memorial,17,0,0,1,5.77
Chaitanyapuri,17,2,0,1,1.97
Dilsukh Nagar,17,2,0,1,4.93
Musarambagh,17,6,1,1,5.53
New Market,18,1,0,1,2.85
Malakpet,18,5,1,1,4.25
Mahatma Gandhi Bus Station,18,6,1,1,2.08
Osmania Medical College,18,1,0,1,1.23
Gandhi Bhavan,18,1,0,1,0.0
Nampally,18,5,1,1,3.25
Assembly,18,2,0,1,2.93
Lakdi-ka-pul,18,1,0,1,3.87
Khairatabad,18,1,0,1,6.88
Erra Manzil,18,2,0,1,3.37
Panjagutta,18,6,1,1,6.8
Ameerpet,18,5,1,1,5.93
S. R. Nagar,18,3,0,1,5.02
ESI Hospital,18,1,0,1,3.5
Erragadda,18,0,0,1,2.4
Bharat Nagar,18,2,0,1,4.78
Moosapet,18,3,0,1,5.05
Balanagar,18,0,0,1,0.0
Kukatpally,18,0,0,1,5.73
KPHB Colony,18,4,0,1,0.0
JNTU College,18,3,0,1,3.35
Miyapur,18,4,0,1,3.98
Miyapur,17,6,1,1,3.58
JNTU College,17,2,0,1,2.13
KPHB Colony,17,6,1,1,5.02
Kukatpally,17,3,0,1,0.0
Balanagar,17,4,0,1,4.47
Moosapet,17,6,1,1,0.0
Bharat Nagar,17,6,1,1,0.0
Erragadda,17,2,0,1,5.92
ESI Hospital,17,1,0,1,0.0
S. R. Nagar,17,0,0,1,5.18
Ameerpet,17,2,0,1,6.5
Panjagutta,17,6,1,1,3.05
Erra Manzil,17,3,0,1,3.78
Khairatabad,17,0,0,1,5.3
Lakdi-ka-pul,17,0,0,1,6.18
Assembly,17,2,0,1,4.67
Nampally,17,1,0,1,2.37
Gandhi Bhavan,17,2,0,1,5.32
Osmania Medical College,17,5,1,1,4.6
Mahatma Gandhi Bus Station,17,4,0,1,2.88
Malakpet,17,4,0,1,2.98
New Market,17,5,1,1,4.7
Musarambagh,17,4,0,1,4.67
Dilsukh Nagar,17,5,1,1,4.58
Chaitanyapuri,17,3,0,1,1.35
Victoria Memorial,17,6,1,1,2.82
L. B. Nagar,17,2,0,1,4.58
L. B. Nagar,17,0,0,1,4.38
Victoria Memorial,17,3,0,1,4.08
Chaitanyapuri,17,4,0,1,2.35
Dilsukh Nagar,18,3,0,1,2.42
Musarambagh,18,0,0,1,2.77
New Market,18,3,0,1,4.32
Malakpet,18,1,0,1,3.98
Mahatma Gandhi Bus Station,18,4,0,1,3.38
Osmania Medical College,18,6,1,1,7.53
Gandhi Bhavan,18,6,1,1,2.15
Nampally,18,2,0,1,2.4
Assembly,18,5,1,1,2.4
Lakdi-ka-pul,18,6,1,1,2.53
Khairatabad,18,6,1,1,4.83
Erra Manzil,18,4,0,1,5.73
Panjagutta,18,6,1,1,5.02
Ameerpet,18,4,0,1,8.27
S. R. Nagar,18,2,0,1,4.52
ESI Hospital,18,2,0,1,2.12
Erragadda,18,0,0,1,0.0
Bharat Nagar,18,0,0,1,3.78
Moosapet,18,6,1,1,3.88
Balanagar,18,1,0,1,4.65
Kukatpally,18,3,0,1,0.0
KPHB Colony,18,3,0,1,6.37
JNTU College,18,3,0,1,0.0
Miyapur,18,5,1,1,3.05
Miyapur,17,4,0,1,3.02
JNTU College,17,4,0,1,4.77
KPHB Colony,17,2,0,1,3.25
Kukatpally,17,5,1,1,2.47
Balanagar,17,1,0,1,0.0
Moosapet,17,6,1,1,5.25
Bharat Nagar,17,1,0,1,4.82
Erragadda,17,3,0,1,4.62
ESI Hospital,17,2,0,1,1.85
S. R. Nagar,17,3,0,1,2.05
Ameerpet,17,6,1,1,7.12
Panjagutta,17,4,0,1,5.5
Erra Manzil,17,2,0,1,3.43
Khairatabad,17,5,1,1,6.43
Lakdi-ka-pul,17,3,0,1,4.92
Assembly,17,1,0,1,3.8
Nampally,17,6,1,1,0.0
Gandhi Bhavan,17,0,0,1,5.18
Osmania Medical College,17,5,1,1,4.07
Mahatma Gandhi Bus Station,17,4,0,1,0.0
Malakpet,17,3,0,1,5.35
New Market,17,2,0,1,7.38
Musarambagh,17,2,0,1,2.47
Dilsukh Nagar,17,3,0,1,3.45
Chaitanyapuri,17,5,1,1,5.15
Victoria Memorial,17,1,0,1,1.53
L. B. Nagar,17,3,0,1,5.42
L. B. Nagar,17,4,0,1,2.72
Victoria Memorial,18,2,0,1,4.95
Chaitanyapuri,18,4,0,1,2.83
Dilsukh Nagar,18,5,1,1,4.02
Musarambagh,18,5,1,1,4.35
New Market,18,0,0,1,2.18
Malakpet,18,6,1,1,5.48
Mahatma Gandhi Bus Station,18,1,0,1,2.32
Osmania Medical College,18,3,0,1,2.25
Gandhi Bhavan,18,6,1,1,2.98
Nampally,18,3,0,1,3.85
Assembly,18,1,0,1,5.7
Lakdi-ka-pul,18,2,0,1,0.0
Khairatabad,18,3,0,1,3.78
Erra Manzil,18,1,0,1,2.72
Panjagutta,18,3,0,1,2.03
Ameerpet,18,2,0,1,4.37
S. R. Nagar,18,6,1,1,0.0
ESI Hospital,18,1,0,1,3.32
Erragadda,18,6,1,1,3.85
Bharat Nagar,18,2,0,1,4.38
Moosapet,18,3,0,1,2.03
Balanagar,18,1,0,1,4.25
Kukatpally,18,0,0,1,1.45
KPHB Colony,18,3,0,1,0.0
JNTU College,18,1,0,1,0.0
Miyapur,18,0,0,1,5.67
Miyapur,17,1,0,1,4.78
JNTU College,17,4,0,1,5.87
KPHB Colony,17,4,0,1,2.37
Kukatpally,17,1,0,1,0.0
Balanagar,17,6,1,1,2.17
Moosapet,17,1,0,1,0.0
Bharat Nagar,17,4,0,1,7.28
Erragadda,17,3,0,1,4.95
ESI Hospital,17,4,0,1,6.72
S. R. Nagar,17,4,0,1,2.82
Ameerpet,17,5,1,1,0.0
Panjagutta,17,4,0,1,3.28
Erra Manzil,17,2,0,1,4.63
Khairatabad,17,3,0,1,1.45
Lakdi-ka-pul,17,2,0,1,7.28
Assembly,17,3,0,1,4.9
Nampally,17,2,0,1,3.05
Gandhi Bhavan,17,5,1,1,2.72
Osmania Medical College,17,2,0,1,4.25
Mahatma Gandhi Bus Station,17,1,0,1,0.0
Malakpet,17,4,0,1,4.05
New Market,17,5,1,1,2.33
Musarambagh,17,6,1,1,4.77
Dilsukh Nagar,17,5,1,1,2.83
Chaitanyapuri,17,1,0,1,3.08
Victoria Memorial,17,1,0,1,4.15
L. B. Nagar,18,1,0,1,4.05
L. B. Nagar,18,0,0,1,4.55
Victoria Memorial,18,5,1,1,3.03
Chaitanyapuri,18,3,0,1,5.12
Dilsukh Nagar,18,1,0,1,0.0
Musarambagh,18,1,0,1,3.15
New Market,18,0,0,1,4.23
Malakpet,18,0,0,1,4.32
Mahatma Gandhi Bus Station,18,4,0,1,2.8
Osmania Medical College,18,1,0,1,1.78
Gandhi Bhavan,18,3,0,1,4.73
Nampally,18,1,0,1,0.0
Assembly,18,4,0,1,3.63
Lakdi-ka-pul,18,5,1,1,6.67
Khairatabad,18,1,0,1,3.93
Erra Manzil,18,0,0,1,2.52
Panjagutta,18,0,0,1,3.7
Ameerpet,18,6,1,1,0.0
S. R. Nagar,18,4,0,1,4.62
ESI Hospital,18,4,0,1,3.77
Erragadda,18,0,0,1,4.73
Bharat Nagar,18,0,0,1,4.92
Moosapet,18,1,0,1,3.13
Balanagar,18,4,0,1,7.72
Kukatpally,18,5,1,1,2.83
KPHB Colony,18,1,0,1,3.57
JNTU College,18,0,0,1,5.08
Miyapur,18,3,0,1,4.43
Miyapur,17,4,0,1,4.12
JNTU College,17,6,1,1,3.85
KPHB Colony,17,1,0,1,1.57
Kukatpally,17,4,0,1,4.67
Balanagar,17,3,0,1,3.37
Moosapet,17,5,1,1,5.05
Bharat Nagar,17,2,0,1,3.9
Erragadda,17,0,0,1,0.0
ESI Hospital,17,3,0,1,3.75
S. R. Nagar,17,2,0,1,3.08
Ameerpet,17,1,0,1,4.92
Panjagutta,17,3,0,1,4.03
Erra Manzil,17,2,0,1,0.0
Khairatabad,17,3,0,1,0.0
Lakdi-ka-pul,17,2,0,1,4.7
Assembly,17,1,0,1,5.13
Nampally,17,1,0,1,5.7
Gandhi Bhavan,17,1,0,1,2.52
Osmania Medical College,17,1,0,1,4.23
Mahatma Gandhi Bus Station,17,1,0,1,0.0
Malakpet,17,5,1,1,5.05
New Market,17,2,0,1,2.58
Musarambagh,17,1,0,1,0.0
Dilsukh Nagar,17,3,0,1,3.92
Chaitanyapuri,18,3,0,1,4.63
Victoria Memorial,18,1,0,1,3.13
L. B. Nagar,18,3,0,1,3.3
L. B. Nagar,18,1,0,1,3.4
Victoria Memorial,18,5,1,1,4.22
Chaitanyapuri,18,3,0,1,3.07
Dilsukh Nagar,18,4,0,1,3.35
Musarambagh,18,6,1,1,4.0
New Market,18,6,1,1,1.72
Malakpet,18,0,0,1,0.0
Mahatma Gandhi Bus Station,18,6,1,1,4.6
Osmania Medical College,18,3,0,1,2.25
Gandhi Bhavan,18,3,0,1,2.17
Nampally,18,6,1,1,4.12
Assembly,18,5,1,1,2.28
Lakdi-ka-pul,18,6,1,1,8.1
Khairatabad,18,0,0,1,3.42
Erra Manzil,18,6,1,1,3.62
Panjagutta,18,4,0,1,0.0
Ameerpet,18,0,0,1,0.0
S. R. Nagar,18,3,0,1,2.85
ESI Hospital,18,6,1,1,1.6
Erragadda,18,1,0,1,0.0
Bharat Nagar,18,4,0,1,0.0
Moosapet,18,6,1,1,3.63
Balanagar,18,6,1,1,4.98
Kukatpally,18,3,0,1,4.95
KPHB Colony,18,1,0,1,4.22
JNTU College,18,1,0,1,0.0
Miyapur,18,6,1,1,1.47
Miyapur,17,5,1,1,3.13
JNTU College,17,4,0,1,9.48
KPHB Colony,17,3,0,1,2.48
Kukatpally,17,2,0,1,2.77
Balanagar,17,1,0,1,0.0
Moosapet,17,6,1,1,3.27
Bharat Nagar,17,5,1,1,3.2
Erragadda,17,0,0,1,4.2
ESI Hospital,17,2,0,1,4.87
S. R. Nagar,17,5,1,1,5.72
Ameerpet,17,0,0,1,6.05
Panjagutta,17,4,0,1,0.0
Erra Manzil,17,5,1,1,4.85
Khairatabad,17,6,1,1,3.85
Lakdi-ka-pul,17,1,0,1,0.0
Assembly,17,1,0,1,2.43
Nampally,17,4,0,1,4.73
Gandhi Bhavan,17,1,0,1,3.72
Osmania Medical College,17,5,1,1,3.03
Mahatma Gandhi Bus Station,17,2,0,1,2.77
Malakpet,17,5,1,1,4.48
New Market,18,2,0,1,0.0
Musarambagh,18,5,1,1,0.0
Dilsukh Nagar,18,4,0,1,0.0
Chaitanyapuri,18,5,1,1,5.43
Victoria Memorial,18,6,1,1,4.98
L. B. Nagar,18,3,0,1,7.15
L. B. Nagar,18,6,1,1,6.03
Victoria Memorial,18,1,0,1,0.0
Chaitanyapuri,18,5,1,1,0.0
Dilsukh Nagar,18,5,1,1,3.15
Musarambagh,18,6,1,1,5.22
New Market,18,2,0,1,0.0
Malakpet,18,0,0,1,1.58
Mahatma Gandhi Bus Station,18,1,0,1,4.52
Osmania Medical College,18,2,0,1,3.2
Gandhi Bhavan,18,2,0,1,4.33
Nampally,18,6,1,1,0.0
Assembly,18,2,0,1,1.63
Lakdi-ka-pul,18,3,0,1,4.87
Khairatabad,18,4,0,1,4.83
Erra Manzil,18,3,0,1,4.98
Panjagutta,18,6,1,1,4.78
Ameerpet,18,6,1,1,5.23
S. R. Nagar,18,5,1,1,0.0
ESI Hospital,18,0,0,1,2.0
Erragadda,18,0,0,1,2.8
Bharat Nagar,18,4,0,1,6.2
Moosapet,18,5,1,1,0.0
Balanagar,18,4,0,1,7.13
Kukatpally,18,2,0,1,2.73
KPHB Colony,18,0,0,1,6.02
JNTU College,18,2,0,1,1.68
Miyapur,19,4,0,1,0.0
Miyapur,17,0,0,1,5.45
JNTU College,17,2,0,1,5.02
KPHB Colony,17,1,0,1,0.0
